106, 2026-01-06T00:00:00.0 TDB, 0.0, 0.0, 0.0
107, 2026-01-07T00:00:00.0 TDB, 0.0, 0.0, 0.0
108, 2026-01-08T00:00:00.0 TDB, 0.0, 0.0, 0.0
109, 2026-01-09T00:00:00.0 TDB, 0.0, 0.0, 0.0
110, 2026-01-10T00:00:00.0 TDB, 0.0, 0.0, 0.0
111, 2026-01-11T00:00:00.0 TDB, 0.0, 0.0, 0.0
112, 2026-01-12T00:00:00.0 TDB, 0.0, 0.0, 0.0
113, 2026-01-13T00:00:00.0 TDB, 0.0, 0.0, 0.0
114, 2026-01-14T00:00:00.0 TDB, 0.0, 0.0, 0.0
115, 2026-01-15T00:00:00.0 TDB, 0.0, 0.0, 0.0
116, 2026-01-16T00:00:00.0 TDB, 0.0, 0.0, 0.0
117, 2026-01-17T00:00:00.0 TDB, 0.0, 0.0, 0.0
118, 2026-01-18T00:00:00.0 TDB, 0.0, 0.0, 0.0
119, 2026-01-19T00:00:00.0 TDB, 0.0, 0.0, 0.0
120, 2026-01-20T00:00:00.0 TDB, 0.0, 0.0, 0.0
121, 2026-01-21T00:00:00.0 TDB, 0.0, 0.0, 0.0
122, 2026-01-22T00:00:00.0 TDB, 0.0, 0.0, 0.0
123, 2026-01-23T00:00:00.0 TDB, 0.0, 0.0, 0.0
124, 2026-01-24T00:00:00.0 TDB, 0.0, 0.0, 0.0
125, 2026-01-25T00:00:00.0 TDB, 0.0, 0.0, 0.0
126, 2026-01-26T00:00:00.0 TDB, 0.0, 0.0, 0.0
127, 2026-01-27T00:00:00.0 TDB, 0.0, 0.0, 0.0